"","am_sid","sciname"
"5684","Fis-25024","Syngnathus scovelli"
"5685","Fis-25025","Taractichthys longipinnis"
"5686","Fis-25026","Taractichthys steindachneri"
"5687","Fis-25027","Tautogolabrus adspersus"
"5688","Fis-25028","Thalassoma bifasciatum"
"5689","Fis-25029","Trachipterus arcticus"
"5690","Fis-25031","Trichodon trichodon"
"5691","Fis-25032","Trichopsetta ventralis"
"5692","Fis-25034","Triglops forficatus"
"5693","Fis-25035","Triglops macellus"
"5694","Fis-25036","Trinectes inscriptus"
"5695","Fis-25037","Trinectes maculatus"
"5696","Fis-25038","Ulvaria subbifurcata"
"5697","Fis-25039","Xanthichthys mento"
"5698","Fis-25040","Xanthichthys ringens"
"5699","Fis-25041","Xeneretmus latifrons"
"5700","Fis-25042","Xeneretmus triacanthus"
"5701","Fis-25045","Xiphister atropurpureus"
"5702","Fis-25046","Xiphister mucosus"
"5703","Fis-25050","Zalembius rosaceus"
"5704","Fis-25051","Zalieutes elater"
"5705","Fis-25052","Zalieutes mcgintyi"
"5706","Fis-25056","Istigobius ornatus"
"5707","Fis-25057","Banjos banjos"
"5708","Fis-25058","Istigobius rigilius"
"5709","Fis-25059","Istigobius nigroocellatus"
"5710","Fis-25061","Istigobius decoratus"
"5711","Fis-25062","Myliobatis aquila"
"5712","Fis-25063","Dinolestes lewini"
"5713","Fis-25064","Istigobius campbelli"
"5714","Fis-25065","Istigobius spence"
"5715","Fis-25066","Stegastes albifasciatus"
"5716","Fis-25067","Enoplosus armatus"
"5717","Fis-25068","Stegastes altus"
"5718","Fis-25069","Stegastes apicalis"
"5719","Fis-25070","Stegastes aureus"
"5720","Fis-25071","Stegastes emeryi"
"5721","Fis-25072","Stegastes fasciolatus"
"5722","Fis-25073","Stegastes gascoynei"
"5723","Fis-25074","Stegastes limbatus"
"5724","Fis-25076","Stegastes nigricans"
"5725","Fis-25077","Stegastes obreptus"
"5726","Fis-25078","Calotomus carolinus"
"5727","Fis-25079","Calotomus japonicus"
"5728","Fis-25080","Calotomus spinidens"
"5729","Fis-25081","Calotomus viridescens"
"5730","Fis-25082","Calotomus zonarchus"
"5731","Fis-25083","Leptoscarus vaigiensis"
"5732","Fis-25084","Pseudamia amblyuroptera"
"5733","Fis-25086","Pervagor aspricaudus"
"5734","Fis-25087","Pervagor janthinosoma"
"5735","Fis-25088","Pervagor melanocephalus"
"5736","Fis-25089","Pervagor nigrolineatus"
"5737","Fis-25090","Pervagor spilosoma"
"5738","Fis-25091","Ptereleotris evides"
"5739","Fis-25092","Ptereleotris hanae"
"5740","Fis-25093","Ptereleotris heteroptera"
"5741","Fis-25095","Ptereleotris microlepis"
"5742","Fis-25096","Ptereleotris zebra"
"5743","Fis-25097","Cirripectes alboapicalis"
"5744","Fis-25098","Cirripectes castaneus"
"5745","Fis-25099","Cirripectes filamentosus"
"5746","Fis-25100","Cirripectes obscurus"
"5747","Fis-25101","Cirripectes polyzona"
"5748","Fis-25102","Cirripectes quagga"
"5749","Fis-25103","Cirripectes vanderbilti"
"5750","Fis-25104","Cirripectes variolosus"
"5751","Fis-25105","Suezichthys gracilis"
"5752","Fis-25107","Suezichthys notatus"
"5753","Fis-25110","Congrogadus spinifer"
"5754","Fis-25111","Congrogadus subducens"
"5755","Fis-25113","Haliophis guttatus"
"5756","Fis-25116","Carangoides chrysophrys"
"5757","Fis-25117","Carangoides malabaricus"
"5758","Fis-25118","Upeneus moluccensis"
"5759","Fis-25119","Pomadasys maculatus"
"5760","Fis-25120","Pentaprion longimanus"
"5761","Fis-25123","Leiognathus equulus"
"5762","Fis-25127","Secutor insidiator"
"5763","Fis-25128","Siganus spinus"
"5764","Fis-25129","Terapon jarbua"
"5765","Fis-25130","Epinephelus fuscoguttatus"
"5766","Fis-25131","Epinephelus tauvina"
"5767","Fis-25132","Gazza minuta"
"5768","Fis-25134","Diagramma pictum"
"5769","Fis-25135","Pseudobalistes fuscus"
"5770","Fis-25136","Symbolophorus evermanni"
"5771","Fis-25138","Polydactylus sextarius"
"5772","Fis-25147","Lampetra fluviatilis"
"5773","Fis-25150","Dactyloptena orientalis"
"5774","Fis-25151","Myctophum spinosum"
"5775","Fis-25152","Polydactylus multiradiatus"
"5776","Fis-25165","Hygophum reinhardtii"
"5777","Fis-25169","Eridacnis barbouri"
"5778","Fis-25170","Saurida gracilis"
"5779","Fis-25172","Dentex gibbosus"
"5780","Fis-25173","Pagrus caeruleostictus"
"5781","Fis-25174","Argyrops filamentosus"
"5782","Fis-25176","Acanthopagrus bifasciatus"
"5783","Fis-25177","Sillago sihama"
"5784","Fis-25178","Notolychnus valdiviae"
"5785","Fis-25179","Nemipterus peronii"
"5786","Fis-2518","Megalops atlanticus"
"5787","Fis-25180","Trachyrincus scabrus"
"5788","Fis-25181","Nemipterus nematophorus"
"5789","Fis-25182","Nemipterus japonicus"
"5790","Fis-25183","Dendrophysa russelii"
"5791","Fis-25184","Siganus vermiculatus"
"5792","Fis-25185","Triacanthus biaculeatus"
"5793","Fis-25187","Nemipterus hexodon"
"5794","Fis-25188","Nemipterus marginatus"
"5795","Fis-25189","Nemipterus mesoprion"
"5796","Fis-25190","Nemipterus nemurus"
"5797","Fis-25191","Miichthys miiuy"
"5798","Fis-25192","Otolithoides biauritus"
"5799","Fis-25193","Protonibea diacanthus"
"5800","Fis-25195","Pseudorhombus cinnamoneus"
"5801","Fis-25196","Symphodus mediterraneus"
"5802","Fis-25197","Symphodus rostratus"
"5803","Fis-25198","Xyrichtys novacula"
"5805","Fis-25200","Parapristipoma trilineatum"
"5806","Fis-25201","Siganus guttatus"
"5807","Fis-25202","Lateolabrax japonicus"
"5808","Fis-25204","Branchiostegus argentatus"
"5809","Fis-25205","Branchiostegus auratus"
"5810","Fis-25207","Sebastiscus marmoratus"
"5811","Fis-25208","Chelidonichthys spinosus"
"5812","Fis-25209","Doederleinia berycoides"
"5813","Fis-25213","Eurypegasus draconis"
"5814","Fis-25214","Eurypegasus papilio"
"5815","Fis-25215","Siganus corallinus"
"5816","Fis-25216","Siganus luridus"
"5817","Fis-25217","Siganus argenteus"
"5818","Fis-25218","Siganus sutor"
"5819","Fis-25219","Siganus fuscescens"
"5820","Fis-25220","Siganus puellus"
"5821","Fis-25221","Siganus javus"
"5822","Fis-25222","Siganus punctatus"
"5823","Fis-25223","Siganus stellatus"
"5824","Fis-25224","Siganus virgatus"
"5825","Fis-25225","Siganus lineatus"
"5826","Fis-25226","Siganus labyrinthodes"
"5827","Fis-25227","Siganus magnificus"
"5828","Fis-25228","Siganus unimaculatus"
"5829","Fis-25233","Galeorhinus galeus"
"5830","Fis-25243","Rhynchorhamphus georgii"
"5831","Fis-25265","Scatophagus argus"
"5832","Fis-25266","Sargocentron diadema"
"5833","Fis-25269","Pomadasys jubelini"
"5834","Fis-25271","Contusus richei"
"5835","Fis-25280","Acanthurus polyzona"
"5836","Fis-25281","Acanthurus nubilus"
"5837","Fis-25282","Acanthurus thompsoni"
"5838","Fis-25284","Acanthurus nigrofuscus"
"5839","Fis-25285","Acanthurus sohal"
"5840","Fis-25286","Acanthurus maculiceps"
"5841","Fis-25293","Lagocephalus sceleratus"
"5842","Fis-25296","Saurida elongata"
"5843","Fis-25324","Ambassis gymnocephalus"
"5844","Fis-25325","Cynoglossus puncticeps"
"5845","Fis-25328","Leiognathus brevirostris"
"5846","Fis-25329","Secutor ruconius"
"5848","Fis-25337","Upeneus vittatus"
"5849","Fis-25338","Pomadasys argyreus"
"5850","Fis-25339","Otolithes ruber"
"5851","Fis-25340","Epinephelus sexfasciatus"
"5852","Fis-25341","Plectropomus leopardus"
"5853","Fis-25342","Terapon theraps"
"5854","Fis-25343","Encheliophis homei"
"5855","Fis-25344","Glossogobius giuris"
"5856","Fis-25345","Aphanius fasciatus"
"5857","Fis-25350","Pseudojuloides cerasinus"
"5858","Fis-25351","Halichoeres argus"
"5859","Fis-25352","Halichoeres melanurus"
"5860","Fis-25353","Halichoeres chloropterus"
"5861","Fis-25354","Wetmorella nigropinnata"
"5862","Fis-25355","Xenojulis margaritaceus"
"5863","Fis-25365","Plectropomus maculatus"
"5864","Fis-25366","Spicara maena"
"5865","Fis-25367","Acentrogobius caninus"
"5866","Fis-25369","Trypauchen vagina"
"5867","Fis-25370","Taenioides cirratus"
"5868","Fis-25371","Boleophthalmus boddarti"
"5869","Fis-25373","Gymnothorax undulatus"
"5870","Fis-25374","Sargocentron punctatissimum"
"5871","Fis-25375","Sargocentron caudimaculatum"
"5872","Fis-25376","Sargocentron tiere"
"5873","Fis-25377","Sargocentron violaceum"
"5874","Fis-25378","Neoniphon sammara"
"5875","Fis-25379","Dendrochirus brachypterus"
"5876","Fis-25380","Pterois antennata"
"5877","Fis-25381","Scorpaenodes parvipinnis"
"5878","Fis-25382","Anyperodon leucogrammicus"
"5879","Fis-25383","Grammistes sexlineatus"
"5880","Fis-25384","Sphaeramia orbicularis"
"5881","Fis-25385","Perulibatrachus elminensis"
"5882","Fis-25386","Batrachoides liberiensis"
"5883","Fis-25387","Bembrops heterurus"
"5884","Fis-25388","Branchiostegus semifasciatus"
"5885","Fis-25389","Cephalopholis taeniops"
"5886","Fis-25390","Chelidonichthys gabonensis"
"5887","Fis-25391","Citharichthys stampflii"
"5888","Fis-25392","Citharus linguatula"
"5889","Fis-25393","Prionurus biafraensis"
"5890","Fis-25396","Cynoglossus senegalensis"
"5892","Fis-25399","Bodianus speciosus"
"5893","Fis-25400","Dicologlossa hexophthalma"
"5894","Fis-25401","Ephippion guttifer"
"5895","Fis-25402","Epinephelus goreensis"
"5896","Fis-25403","Gephyroberyx darwinii"
"5897","Fis-25405","Scarus spinus"
"5898","Fis-25406","Scarus schlegeli"
"5899","Fis-25409","Macropharyngodon meleagris"
"5900","Fis-25410","Malacocephalus laevis"
"5901","Fis-25411","Microchirus ocellatus"
"5902","Fis-25412","Mustelus mustelus"
"5903","Fis-25413","Nezumia aequalis"
"5904","Fis-25414","Paragaleus pectoralis"
"5905","Fis-25415","Parakuhlia macrophthalmus"
"5906","Fis-25416","Pentheroscion mbizi"
"5907","Fis-25418","Pomadasys incisus"
"5908","Fis-25419","Pomadasys rogerii"
"5909","Fis-25420","Pontinus kuhlii"
"5910","Fis-25421","Promethichthys prometheus"
"5911","Fis-25422","Pseudotolithus moorii"
"5912","Fis-25424","Rhinobatos rhinobatos"
"5913","Fis-25425","Scarus hoefleri"
"5914","Fis-25426","Serranus accraensis"
"5915","Fis-25427","Dalophis boulengeri"
"5916","Fis-25428","Dalophis cephalopeltis"
"5917","Fis-25430","Zanobatus schoenleinii"
"5918","Fis-25431","Arripis trutta"
"5919","Fis-25432","Zenion hololepis"
"5920","Fis-25433","Howella sherborni"
"5921","Fis-25434","Polymetme corythaeola"
"5922","Fis-25435","Talismania longifilis"
"5923","Fis-25437","Xenodermichthys copei"
"5924","Fis-25440","Antennarius pardalis"
"5925","Fis-25443","Spicara melanurus"
"5926","Fis-25453","Monomitopus metriostoma"
"5927","Fis-25455","Borostomias antarcticus"
"5928","Fis-25456","Avocettina infans"
"5929","Fis-25457","Serranus africanus"
"5930","Fis-25458","Prognathodes marcellae"
"5931","Fis-25459","Lophiodes kempi"
"5932","Fis-25460","Thorogobius angolensis"
"5933","Fis-25461","Spicara alta"
"5934","Fis-25462","Cirrhilabrus cyanopleura"
"5935","Fis-25463","Diproctacanthus xanthurus"
"5936","Fis-25464","Labrichthys unilineatus"
"5937","Fis-25465","Dascyllus aruanus"
"5938","Fis-25466","Dascyllus trimaculatus"
"5939","Fis-25467","Dascyllus reticulatus"
"5941","Fis-25469","Poromitra crassiceps"
"5942","Fis-25470","Chiloscyllium plagiosum"
"5943","Fis-25471","Cheilopogon suttoni"
"5944","Fis-25472","Cypselurus poecilopterus"
"5945","Fis-25473","Oligolepis acutipennis"
"5946","Fis-25474","Pomadasys commersonnii"
"5947","Fis-25475","Coryphaenoides armatus"
"5948","Fis-25477","Borostomias elucens"
"5949","Fis-25478","Champsocephalus esox"
"5950","Fis-25479","Patagonotothen tessellata"
"5951","Fis-25492","Kuhlia sandvicensis"
"5952","Fis-25493","Epinephelus akaara"
"5953","Fis-25494","Cypselurus opisthopus"
"5954","Fis-25511","Pterois volitans"
"5955","Fis-25512","Cyclichthys orbicularis"
"5956","Fis-25526","Atherinomorus endrachtensis"
"5957","Fis-25557","Xenomystax bidentatus"
"5958","Fis-25561","Genyagnus monopterygius"
"5959","Fis-25567","Engyprosopon macrolepis"
"5960","Fis-25568","Sargocentron melanospilos"
"5961","Fis-25570","Epinephelus fasciatus"
"5962","Fis-25571","Epinephelus cyanopodus"
"5963","Fis-25572","Epinephelus maculatus"
"5964","Fis-25573","Symbolophorus californiensis"
"5965","Fis-25575","Epinephelus morrhua"
"5966","Fis-25576","Variola louti"
"5967","Fis-25577","Alosa fallax"
"5968","Fis-25586","Epinephelus areolatus"
"5969","Fis-25587","Rhabdosargus sarba"
"5970","Fis-25593","Sparodon durbanensis"
"5971","Fis-25596","Echidna nebulosa"
"5972","Fis-25597","Echidna polyzona"
"5973","Fis-25598","Gymnothorax flavimarginatus"
"5974","Fis-25599","Gymnothorax meleagris"
"5975","Fis-25600","Gymnothorax pseudothyrsoideus"
"5976","Fis-25601","Gymnothorax rueppelliae"
"5977","Fis-25602","Synodus variegatus"
"5978","Fis-25603","Taeniura lymma"
"5979","Fis-25605","Uropterygius marmoratus"
"5980","Fis-25608","Hemiramphus far"
"5981","Fis-25610","Sargocentron cornutum"
"5982","Fis-25612","Myripristis murdjan"
"5983","Fis-25613","Choeroichthys sculptus"
"5984","Fis-25614","Nemipterus nematopus"
"5985","Fis-25617","Lepophidium profundorum"
"5986","Fis-25618","Sphoeroides greeleyi"
"5987","Fis-25619","Arothron hispidus"
"5988","Fis-25622","Halobatrachus didactylus"
"5989","Fis-25629","Hydrolagus affinis"
"5990","Fis-25631","Amphiprion clarkii"
"5991","Fis-25632","Centropyge bicolor"
"5992","Fis-25633","Cynoglossus bilineatus"
"5993","Fis-25634","Cynoglossus cynoglossus"
"5994","Fis-25637","Labroides dimidiatus"
"5996","Fis-25646","Antennarius striatus"
"5997","Fis-25647","Amblyglyphidodon curacao"
"5998","Fis-25649","Parasudis fraserbrunneri"
"5999","Fis-25650","Chelmon rostratus"
"6000","Fis-25651","Coris variegata"
"6001","Fis-25652","Chrysiptera rollandi"
"6002","Fis-25653","Hemiglyphidodon plagiometopon"
"6003","Fis-25654","Cynoglossus lida"
"6004","Fis-25659","Bodianus anthioides"
"6005","Fis-25660","Bodianus axillaris"
"6006","Fis-25661","Bodianus diana"
"6007","Fis-25662","Bodianus mesothorax"
"6008","Fis-25663","Choerodon anchorago"
"6009","Fis-25664","Rhynchobatus djiddensis"
"6010","Fis-25665","Chelidonichthys capensis"
"6011","Fis-25671","Elops machnata"
"6012","Fis-25672","Muraenesox bagio"
"6013","Fis-25674","Pomadasys olivaceus"
"6014","Fis-25676","Johnius belangerii"
"6015","Fis-25677","Neoscorpis lithophilus"
"6016","Fis-25679","Epinephelus chlorostigma"
"6017","Fis-25680","Acanthopagrus berda"
"6018","Fis-25681","Chrysoblephus anglicus"
"6019","Fis-25683","Chrysoblephus puniceus"
"6020","Fis-25684","Cymatoceps nasutus"
"6021","Fis-25685","Pachymetopon grande"
"6022","Fis-25686","Polysteganus praeorbitalis"
"6023","Fis-25687","Rhabdosargus holubi"
"6024","Fis-25688","Spondyliosoma emarginatum"
"6025","Fis-25689","Bolbometopon muricatum"
"6026","Fis-25690","Cetoscarus bicolor"
"6027","Fis-25691","Hipposcarus longiceps"
"6028","Fis-25692","Scarus altipinnis"
"6029","Fis-25694","Scarus forsteni"
"6030","Fis-25696","Scarus rubroviolaceus"
"6031","Fis-25697","Chaetodon lunula"
"6032","Fis-25698","Coradion chrysozonus"
"6033","Fis-25699","Forcipiger longirostris"
"6034","Fis-25700","Hemitaurichthys polylepis"
"6035","Fis-25701","Heniochus acuminatus"
"6036","Fis-25702","Heniochus varius"
"6037","Fis-25703","Pseudodax moluccanus"
"6038","Fis-25704","Oxycheilinus bimaculatus"
"6039","Fis-25705","Cheilinus chlorourus"
"6040","Fis-25707","Cheilinus fasciatus"
"6041","Fis-25708","Oxycheilinus unifasciatus"
"6042","Fis-25709","Epibulus insidiator"
"6043","Fis-25710","Cymolutes praetextatus"
"6044","Fis-25711","Cymolutes torquatus"
"6045","Fis-25713","Novaculichthys taeniourus"
"6046","Fis-25716","Pseudocheilinus hexataenia"
"6047","Fis-25717","Pteragogus guttatus"
"6048","Fis-25718","Cheilio inermis"
"6049","Fis-25720","Halichoeres hartzfeldii"
"6050","Fis-25722","Halichoeres margaritaceus"
"6051","Fis-25723","Halichoeres scapularis"
"6052","Fis-25724","Halichoeres trimaculatus"
"6053","Fis-25725","Hemigymnus fasciatus"
"6054","Fis-25726","Hemigymnus melapterus"
"6055","Fis-25727","Hologymnosus annulatus"
"6056","Fis-25728","Hologymnosus doliatus"
"6057","Fis-25729","Pseudocoris yamashiroi"
"6058","Fis-25730","Stethojulis bandanensis"
"6059","Fis-25731","Stethojulis strigiventer"
"6060","Fis-25732","Thalassoma amblycephalum"
"6061","Fis-25734","Thalassoma jansenii"
"6062","Fis-25735","Thalassoma lunare"
"6063","Fis-25736","Thalassoma lutescens"
"6064","Fis-25737","Thalassoma purpureum"
"6065","Fis-25738","Thalassoma quinquevittatum"
"6066","Fis-25739","Thalassoma trilobatum"
"6067","Fis-25740","Neomyxus leuciscus"
"6068","Fis-25741","Crenimugil crenilabis"
"6070","Fis-25748","Chaetodontoplus mesoleucus"
"6071","Fis-25749","Pomacanthus navarchus"
"6072","Fis-25750","Pomacanthus xanthometopon"
"6073","Fis-25751","Pomacanthus semicirculatus"
"6074","Fis-25753","Chromis amboinensis"
"6075","Fis-25754","Chromis ternatensis"
"6076","Fis-25755","Chromis vanderbilti"
"6077","Fis-25756","Chromis viridis"
"6078","Fis-25757","Chromis xanthochira"
"6079","Fis-25758","Chromis xanthura"
"6080","Fis-25759","Lepidozygus tapeinosoma"
"6081","Fis-25760","Cheiloprion labiatus"
"6082","Fis-25761","Abudefduf notatus"
"6083","Fis-25762","Abudefduf septemfasciatus"
"6084","Fis-25763","Abudefduf sexfasciatus"
"6085","Fis-25764","Abudefduf sordidus"
"6086","Fis-25765","Amblyglyphidodon aureus"
"6087","Fis-25766","Amblyglyphidodon leucogaster"
"6088","Fis-25767","Amblyglyphidodon ternatensis"
"6089","Fis-25768","Chrysiptera biocellata"
"6090","Fis-25769","Chrysiptera caeruleolineata"
"6091","Fis-25770","Chrysiptera cyanea"
"6092","Fis-25771","Chrysiptera glauca"
"6093","Fis-25773","Chrysiptera oxycephala"
"6094","Fis-25774","Chrysiptera rex"
"6095","Fis-25775","Chrysiptera talboti"
"6096","Fis-25776","Chrysiptera traceyi"
"6097","Fis-25777","Chrysiptera unimaculata"
"6098","Fis-25778","Dischistodus melanotus"
"6099","Fis-25779","Dischistodus perspicillatus"
"6100","Fis-25780","Neopomacentrus taeniurus"
"6101","Fis-25781","Neopomacentrus violascens"
"6102","Fis-25782","Neoglyphidodon melas"
"6103","Fis-25783","Neoglyphidodon nigroris"
"6104","Fis-25784","Plectroglyphidodon dickii"
"6105","Fis-25785","Plectroglyphidodon imparipennis"
"6106","Fis-25786","Plectroglyphidodon lacrymatus"
"6107","Fis-25787","Plectroglyphidodon phoenixensis"
"6108","Fis-25788","Pomacentrus brachialis"
"6109","Fis-25789","Pomacentrus pavo"
"6110","Fis-25790","Pomachromis exilis"
"6111","Fis-25791","Platax orbicularis"
"6112","Fis-25792","Platax pinnatus"
"6113","Fis-25793","Platax teira"
"6114","Fis-25794","Apogonichthys ocellatus"
"6115","Fis-25795","Foa brachygramma"
"6116","Fis-25796","Fowleria punctulata"
"6117","Fis-25797","Fowleria marmorata"
"6118","Fis-25798","Fowleria variegata"
"6119","Fis-25799","Rhabdamia gracilis"
"6120","Fis-25801","Apogon doryssa"
"6121","Fis-25809","Sphaeramia nematoptera"
"6122","Fis-25810","Cheilodipterus isostigmus"
"6123","Fis-25811","Cheilodipterus macrodon"
"6124","Fis-25813","Siphamia fistulosa"
"6125","Fis-25814","Gymnapogon philippinus"
"6126","Fis-25815","Pseudamiops gracilicauda"
"6127","Fis-25817","Kuhlia mugil"
"6128","Fis-25818","Priacanthus hamrur"
"6129","Fis-25819","Hoplolatilus fronticinctus"
"6130","Fis-25820","Malacanthus latovittatus"
"6131","Fis-25822","Kyphosus cinerascens"
"6132","Fis-25823","Kyphosus vaigiensis"
"6133","Fis-25824","Monodactylus argenteus"
"6134","Fis-25826","Parascorpaena mcadamsi"
"6135","Fis-25827","Parascorpaena mossambica"
"6136","Fis-25828","Sebastapistes cyanostigma"
"6137","Fis-25829","Sebastapistes mauritiana"
"6138","Fis-25830","Sebastapistes strongia"
"6139","Fis-25831","Scorpaenodes hirsutus"
"6140","Fis-25832","Scorpaenodes kelloggi"
"6141","Fis-25833","Scorpaenodes minor"
"6142","Fis-25834","Scorpaenodes guamensis"
"6143","Fis-25837","Rhinopias frondosa"
"6144","Fis-25838","Inimicus didactylus"
"6145","Fis-25839","Dendrochirus biocellatus"
"6146","Fis-25840","Dendrochirus zebra"
"6147","Fis-25841","Amblycirrhitus bimacula"
"6148","Fis-25842","Cirrhitus pinnulatus"
"6149","Fis-25844","Paracirrhites arcatus"
"6150","Fis-25846","Melichthys vidua"
"6151","Fis-25847","Rhinecanthus aculeatus"
"6152","Fis-25848","Rhinecanthus rectangulus"
"6153","Fis-25849","Sargocentron microstoma"
"6154","Fis-25851","Nemipterus furcosus"
"6155","Fis-25852","Nemipterus tambuloides"
